title,description,Brand,imageName,Tags,price,Variation,subcategory,category
VOOPOO DRAG NANO KIT,"
                VOOPOO Drag Nano KitVOOPOO Drag Nano Kit by Voopoo Glad to introduce the VOOPOO DRAG Nano Kit! As the first pod system kit form VOOPOO DRAG family, the DRAG Nano consists of built-in 750mAh battery and 1.0ml refillable pod with pocket-friendly size with beautiful resin panel. Moreover, the DRAG Nano Pod kit inherits the classic and advanced GENE pod chip which is born for best flavor to bring unbelievable vaping for you. Plus the brand-new 1.8ohm coil, the DRAG Nano is optimized for nic-salts e-juice. Get it and enjoy a happy daily vapingVOOPOO Drag Nano Kit Features:Portable Size with Beautiful Resin PanelGENE Chip Inside Born for Flavor750mAh Recharge battery for long-last vapingNew 1.8ohm Coil Optimized for Nic-saltsPatented refilling designSmart Indicator LightVarious Safety ProtectionMultiple Colors for SelectionBattery Size: 54.5mm x 35m x 11mm Battery Material: Zinc Alloy & Aluminium AlloyQuiescent Current: ＜15uABattery Capacity: 750mAhCharge Voltage: 5V/0.5AOutput Voltage: 3.2-4.2VResistance Range: 1.5-3.0ohmPod Size: 36.3 x 15 x 7.0mmPod Capacity: 1.0mlCoil Resistance: 1.8ohmPackage Includes:1 VOOPOO DRAG NANO MOD1 VOOPOO DRAG NANO POD1 Necklace Chain1 MicroUSB Cable1 User Manual1 Warranty Card1 GENE CHIP CARDWARNING: Please
have a great understanding and technical knowledge on how to use this product
in order to properly use it. There is always an inherent risk when using
any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not
held responsible for any damage for any modification of the batteries,
chargers, devices and other products that we carry in any form or shape, this
is including pack making.
SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 



 
                              ","BRAND:
VOOPOO",VOOPOO DRAG NANO KIT.png,,"$19.00,$19.00,$19.00,$19.00,$19.00,$19.00,$19.00","NEBULAS BLUE,AURORA,CEYLON YELLOW,FIESTA,INK,KLEIN BLUE,TIDAL",DEVICE,POD SYSTEMS
GEEKVAPE FRENZY REPLACEMENT POD,"
                Frenzy Replacment Pods by Geekvape The Geek Vape FRENZY Replacement Pod is a finely crafted 2.0mL pod, implementing a dual port bottom fill system, knurled bottom airflow control ring, and utilize the Geek Vape NS Coil System.Geek Vape FRENZY Pod Features:Fillable Pod System - Replaceable Cartridge2.0mL Refillable Juice CapacityBottom Fill System - Dual Ports - Silicone PlugGeek Vape NS Coil Technology0.7ohm NS KA1 Mesh Coil1.2ohm NS SS316L CoilCompatible with FLINT CoilsThreadless Coil Replacement MechanismBottom Adjustable Airflow Control RingPropreitary Magnetized Gold-Plated ConnectionPackage Includes:1X Replacment pods
                              ","BRAND:
GEEKVAPE",GEEKVAPE FRENZY REPLACEMENT POD.png,,,,DEVICE,POD SYSTEMS
FRENZY KIT BY GEEKVAPE,"
                Frenzy Kit by GeekvapeGeekvape Frenzy Kit is exquisitely designed with both carbon fiber and resin finish options. Powered by a built-in 950 mAh battery, the battery section integrates an advanced AS Micro chipset, permitting for TC boost mode and precise temperature control to prevent dry heating. The chipset also features an automatic output matching function. This means that when the 0.7ohm coil is in use, the output will adjust to power mode which can be set to 2.5V, 2.7V or 2.9V. When the 1.2ohm coil is inserted, the output will automatically engage temperature control mode. The battery life is monitored via a side LED light. By pressing the fire button twice, the light will glow in different colors to show, green for higher than 70%, blue for 31-69% and red means 30% or lower. During charging, the LED will blink the color of the current charge level, red for 0-69%, green for 70-100% and a green light will stay lit once the battery is fully charged. As for the 3ml pod, it is attached to the battery section via a magnetic connection. Replacing the coil on each pod is done via a thread-less cap that needs only a quarter turn to remove the coil. This cap allows for airflow control adjustment as well. And, refilling the pod is effortless due to a bottom cap which will expose a fill slot when removed. With purchase, you will receive a 0.7ohm NS mesh coil which is pre-installed inside the pod and a 1.2ohm NS coil which is said to produce maximum flavor production. 8 colors to choose from.Frenzy Kit by Geekvape Features:AS ChipsetDimensions - 86.1mm by 37mm by 15.7mmIntegrated 950mAh Rechargeable BatteryVoltage Output Mode: 2.5V / 2.7V / 2.9VTemperature Control Mode: 420°F / 440°F / 460°FResistance Range: 0.7-3.0ohmAutomatic Output Matching FunctionPOWER ModeBOOST Mode - Temperature Control OnlyTemperature Control ModeCoil Dependent Firing ModesLED Battery Life Indicator LightLED Battery Charging Indicator LightBottom Ventilation HolesPrecise Temperature ControlMagnetized Pod ConnectionMicroUSB PortAvailable in Gold Carbon Fiber, Blue Carbon Fiber, Black Carbon Fiber, Silver Carbon Fiber, Blue Azure, Black Ghost, Black Onyx, Black MagmaGeek Vape FRENZY Pod:Fillable Pod System - Replaceable Cartridge2.0mL Refillable Juice CapacityBottom Fill System - Dual Ports - Silicone PlugGeek Vape NS Coil Technology0.7ohm NS KA Mesh Coil1.2ohm NS SS316L CoilCompatible with FLINT CoilsThreadless Coil Replacement MechanismBottom Adjustable Airflow Control RingPropreitary Magnetized Gold-Plated ConnectionIncludes:1 FRENZY Mod Device1 FRENZY Pod1 1.2ohm Nichrome Coil1 MicroUSB Cable
                              ","BRAND:
GEEKVAPE",FRENZY KIT BY GEEKVAPE.png,,"$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00,$20.00","BLACK CARBON FIBER,BLACK GHOST,BLACK MAGMA,BLACK ONYX,BLUE AZURE,BLUE CABOR FIVER,GOLD CARBON FIBER,SILVER CARBON FIBER",DEVICE,POD SYSTEMS
SUORIN AIR PLUS KIT,"
                 The Suorin AIR Plus Pod System elevates the original Suorin Air V2 to new heights, integrating an upgraded 930mAh rechargeable battery, improved 3.2mL pod capacity, and two different cartridges for free-based and nicotine salts E-Liquid. Upgrading the pod capacity from 2.0mL to 3.2mL, the Suorin AIR Plus contains much more juice than its predecessor, eliminating the need for refills. Along the same lines, Suorin has revisited the integrated battery within, improving the capacity to a whopping 930mAh rechargeable battery with 5-Levels LED Lights for indicators. At the base of the reinvented pod, Suorin has included the new Oil Baffle Design, preventing eLiquid from leaking from the central gold-plated metal contacts. Suorin has now provided two options for the pods, one measuring 0.7ohm optimized for free-base nicotine and 1.0ohm for nicotine salts, respectively.Suorin Air PLUS Pod System Features:All-In-One DesignDimensions - 93.2mm by 49.9mm by 9.9mmIntegrated 930mAh Rechargeable BatteryMax Wattage Output: 22WVoltage Output Range: 3.3-4.2VSuperior Zinc-Aluminium Alloy Chassis ConstructionDraw-Activated Firing MechanismFillable Pod System - Replaceable Cartridge3.2mL Juice Capacity0.7ohm Resistance - Optimized for Free-Based E-Liquid1.0ohm Resistance - Optimized for Nic Salts E-LiquidHorizontal Coil AtomizerOrganic CottonBottom Fill System - Silicone StopperedOil Baffle Design - Prevents LeaksGold-Plated Magnetic ConnectionNot Compatible with Suorin Air Pods5-LED Battery Life Indicator LightMicroUSB-C PortPackage Includes:1 Sourin Air Plus Device1 Sourin Air Plus Cartridge1 Warning Card1 User Manual1 USB Charging CableWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any
of SunshineNovelty.com’s parent and subsidiary companies are not held
responsible for any damage for any modification of the batteries, chargers,
devices and other products that we carry in any form or shape, this is
including pack making.


SunshineNovelty.com and
any or all of SunshineNovelty.com’s parent and subsidiary companies will
not be held responsible or liable for any injury, damage, or defect, permanent
or temporary that may be caused by the improper use of a Li-ion (Lithium-ion),
LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as
well as chargers. Please have a greater understanding of the batteries and/or
chargers you are using and how to care for them properly. 
                              ","BRAND:
SUORIN",SUORIN AIR PLUS KIT.png,,"$19.00,$19.00,$19.00,$19.00,$19.00","BLACK,BLUE,GOLD,RED,SILVER",DEVICE,POD SYSTEMS
JUUL BASIC KIT DEVICE,"
                 For smokers seeking a satisfying alternative to cigarettes. The JUUL Device comes with a USB Charging Dock and a one year limited device warranty. JUUL pods are not included.The JUUL Device includes:Rechargeable JUUL DeviceUSB Charging DockOne year limited device warrantySeveral Pod flavors (not included)The JUUL Device Colors include:Silver (Slate)BlackONYX Limited EditionGold Limited EditionBlue Limited Edition








<span style=""font-size: 14px;"">
&lt;!--
 /* Font Definitions */
 @font-face
	{font-family:""Cambria Math"";
	panose-1:2 4 5 3 5 4 6 3 2 4;
	mso-font-charset:0;
	mso-generic-font-family:roman;
	mso-font-pitch:variable;
	mso-font-signature:3 0 0 0 1 0;}
 /* Style Definitions */
 p.MsoNormal, li.MsoNormal, div.MsoNormal
	{mso-style-unhide:no;
	mso-style-qformat:yes;
	mso-style-parent:"""";
	margin:0in;
	margin-bottom:.0001pt;
	mso-pagination:widow-orphan;
	font-size:12.0pt;
	font-family:""Times New Roman"",serif;
	mso-fareast-font-family:""Times New Roman"";}
p
	{mso-style-noshow:yes;
	mso-style-priority:99;
	mso-margin-top-alt:auto;
	margin-right:0in;
	mso-margin-bottom-alt:auto;
	margin-left:0in;
	mso-pagination:widow-orphan;
	font-size:12.0pt;
	font-family:""Times New Roman"",serif;
	mso-fareast-font-family:""Times New Roman"";}
.MsoChpDefault
	{mso-style-type:export-only;
	mso-default-props:yes;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-ascii-theme-font:minor-latin;
	mso-fareast-font-family:Calibri;
	mso-fareast-theme-font:minor-latin;
	mso-hansi-font-family:Calibri;
	mso-hansi-theme-font:minor-latin;
	mso-bidi-font-family:Arial;
	mso-bidi-theme-font:minor-bidi;}
@page WordSection1
	{size:8.5in 11.0in;
	margin:1.0in 1.0in 1.0in 1.0in;
	mso-header-margin:.5in;
	mso-footer-margin:.5in;
	mso-paper-source:0;}
div.WordSection1
	{page:WordSection1;}
--&gt;
</span>








CALIFORNIA
PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to
the state of California to cause birth defects or other reproductive harm.
                              ","BRAND:
JUUL",JUUL BASIC KIT DEVICE.png,"JUUL DEVICE,JUUL PODS","$12.00,$12.00","BLACK,SILVER",DEVICE,POD SYSTEMS
ASPIRE AVP AIO POD SYSTEM KIT,"
                  The Aspire AVP AIO Pod System has a stylish and multiangular design constructed of zinc alloy and featuring carbon fiber-like panels. A hexagon shaped single button acts as the battery life indicator, a simple on or off switch with five clicks, and the output wattage cycle with two clicks. The AVP can be adjusted to 3 different wattage settings with just a couple clicks of the button. The output wattage can be set to 8W, 10W, or 12W, giving you plenty of options to suit your vaping preferences, while also allowing the wattage remain constant regardless of the level of charge in the battery. The AVP pod replacment can accommodate a maximum 2ml of e-liquid, and attaches to the device with strong magnetic connections. Filling the pod is simple; locate the silver slot on the bottom and push down with the tip of your juice bottle. This receding metal piece also acts as a safety precaution and to prevent juice from leaking. Internally, the AVP Pod utilizes a nichrome coil with 1.2 ohm resistance, perfectly suited for high resistance, mouth to lung vaping.  Colors: Grey, Orange Black, Rainbow, Purple Aspire AVP AIO Kit Includes: (1) Aspire AVP Device(2) Aspire AVP Refillable Pods(1) Micro USB Cable(1) Lanyard(1) Warranty Card(1) User Manual Aspire AVP AIO Kit Features: - Built-in 700mAh rechargeable battery- 2ml refillable pod with 1.2 ohm integrated nichrome coil- Draw activated firing- BYPASS mode- 3 stage power adjustment button- Zinc-aluminum alloy construction- Proprietary magnetic connection- Automatic cutoff- Short-circuit protection- Overcharge protection- Over heat protection- LED battery life indicator- Micro USB charging port Aspire AVP AIO Kit Specifications: Dimensions: 82mm x 39mm x 14mmCapacity: 2mlCoil Resistance: 1.2 ohmsWattage Output: 8W, 10W, & 12W - Dependent on selected mode.Recommended VG/PG Ratio: 70/30 VG/PGWARNING: Please
have a great understanding and technical knowledge on how to use this product
in order to properly use it. There is always an inherent risk when using
any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not
held responsible for any damage for any modification of the batteries,
chargers, devices and other products that we carry in any form or shape, this
is including pack making.
SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 



 
                              ","BRAND:
ASPIRE",ASPIRE AVP AIO POD SYSTEM KIT.png,POD DEVICE,"$16.00,$16.00,$16.00,$16.00,$16.00,$16.00,$16.00,$16.00","BLACK,CHROME,GREEN,GREY,ORANGE,PURPLE,RAINBOW,RED",DEVICE,POD SYSTEMS
EONSMOKE V2.0 220MAH BASIC KIT ,"
                EONSMOKE V2.0 220Mah Basic kitThe EonSmoke Pod V2 Ultra Portable System is a pocket-sized pod device with a 220mAh battery capacity and is compatible with the EonSmoke 1ml pre-filled pod system. The pod systems are draw activated, gold plated, pods sold separately. The EonSmoke battery has a LED battery life indicator that is activated by tapping the device's body; Green is 100 to 70%, Yellow is 70 to 20%, and Red is 20 to 0%. The device can be easily charged with the included magnetic charging bay and are compatible with the Juul chargers. The EonSmoke Pod V2 Ultra Portable System is an excellent plug-and-play device for users looking for a quick and easy vaping device on the go!EONSMOKE V2.0 220Mah Basic kit Features:Dimensions: 3-3/16"" x 9/16"" x 1/4"" (Without Pod)Draw activated firingClassic Automatic StyleSlim and Compact DesignLED Battery Life IndicatorCompatible with JUUL Flavor PodsUtilizes 1.0ml Capacity Non-Refillable Eonsmoke Salt Based Nicotine Flavor Pods (Sold Separately)Micro USB Charging PortColors: Blue, Green, Purple, and PinkEONSMOKE V2.0 220Mah Basic kit Included:1 x Eonsmoke Pod System1 x Micro USB CableWARNING: Please have a great understanding and technical knowledge on how to use this product in order to properly use it. There is always an inherent risk when using any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage for any modification of the batteries, chargers, devices and other products that we carry in any form or shape, this is including pack making.SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable for any injury, damage, or defect, permanent or temporary that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as well as chargers. Please have a greater understanding of the batteries and/or chargers you are using and how to care for them properly. 
                              ","BRAND:
EON SMOKE",EONSMOKE V2.0 220MAH BASIC KIT .png,"EONSMOKE V2.0 220MAH BASIC KIT - DEVICE AND CHARGER,POD,KIT,DEVICE","$12.00,$12.00,$12.00,$12.00","BLUE,GREEN,PINK,PURPLE",DEVICE,POD SYSTEMS
YOCAN EVOLVE 2.0 POD SYSTEM 3 IN 1 STARTER KIT ,"
                Yocan Evolve 2.0 Pod System 3 in 1 Starter Kit Your favorite Yocan vaporizer just got better. The Yocan Evolve 2.0 is the newest Yocan vaporizer coming out of the Evolve line. The Yocan Evolve 2.0 runs on the pod-based system. Like most pod vaporizers, the Yocan Evolve 2.0 offers convenient and straightforward use. However, it offers functionalities you won’t find on other pod vapes. The Yocan Evolve 2.0 can vaporize essential oils, e-liquid blends, as well as wax concentrates. It also boasts three preset heat settings so you can easily adjust the battery’s temperature level to suit the material you’re vaping. The Yocan Evolve 2.0 also boasts premium heating elements which include their iconic quartz dual coil (QDC) in pod form. The juice and oil pods sport ceramic coils for optimum vaporization. The pods can easily be connected to the battery, it locks the pods in place with magnetic connections. A 10-second pre-heat function is included on the Yocan Evolve 2.0, perfect for long drags. The Yocan Evolve Plus 2.0 features micro USB charging allowing you to easily charge your device.Evolve 2.0 Kit by Yocan Features:Pod-Based Vaporizer Refillable Pods Magnetic Pods Compatible With E-Juice, Oils, and Wax Single Button Control 650mAh Battery Variable Voltage 10 Sec Pre-Heat Micro USB Charging Level Window Ceramic Coils For E-Juice and Oil Pods Quartz Dual Coil For Wax Slim and Sleek Black, Silver, Champagne Gold, Rose GoldPackage Includes:1 x Evolve 2.0 Battery 1 x Oil Pod 1 x Juice Pod  1 x Concentrate Pod  1 x USB Charging Cable  1 x User Manual  WARNING: Please have a great understanding and technical knowledge on how to use this product in order to properly use it. There is always an inherent risk when using any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage for any modification of the batteries, chargers, devices and other products that we carry in any form or shape, this is including pack making.SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable for any injury, damage, or defect, permanent or temporary that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as well as chargers. Please have a greater understanding of the batteries and/or chargers you are using and how to care for them properly. 
                              ","BRAND:
YOCAN",YOCAN EVOLVE 2.0 POD SYSTEM 3 IN 1 STARTER KIT .png,"YOCAN,HARDWARE,YOCAN KIT,POD SYSTEM,VAPORIZER","$12.00,$12.00,$12.00,$12.00","BLACK,CHAMPAGNE GOLD,ROSE GOLD,SILVER",DEVICE,POD SYSTEMS
OVNS JCO1 POD SYSTEM KIT ( JUUL COMPATIBLE ),"
                 

The JC01 by OVNS is a super small sleek pod system, featuring a lightweight and compact design, draw-activated firing, and two different pods for alternative vaping methods and materials. The OVNS is very thin and small in shape, holding the pod right above the LED indicator lights. The draw activated firing means that the device can be designed without a need for buttons and can be used in a convenient on-the-go manner.OVNS JC01 Pod System Kit Features: The JC01 comes with two different pods and coil options for various juice options and nicotine levels.

Battery Parameters:

Dimensions: 65mm x 8mm x 40mm.Battery Capacity: 400mAh

CBD.Pod 1 Parameters:

Capacity: 0.8mL
Resistance Range: 1.5 Ohm
Ceramic Coil

E-Liquid.Pod 2 Parameters:

Capacity: 0.7mL
Resistance Range: 2.0 Ohm.
SMART MCU CHIPSET: The MCU with the smart airflow control chipset brings you a better instant inhale experience.

LED INDICATOR LIGHTS:  3 LED Lights - 100-70%
2 LED Lights - 70-30%
1 LED Light - Below 30%.OVNS JC01 Pod System Kit Contents:

1 x JC01 Battery
1 x CBD Ceramic Pod
1 x E-Liquid Pod
1 x USB Charging Cable
1 x User ManualOVNS JC01 Pod System Kit Colors:Silver | Yellow Spots | Green Spots | Black Spots | Gun Metal | White | Orange Spots | Blue Spots | Navy Blue | Black | Blue Purple | Purple | Rose Gold | Red | Tiffany Blue









<!--
 /* Font Definitions */
 @font-face
	{font-family:""Cambria Math"";
	panose-1:2 4 5 3 5 4 6 3 2 4;
	mso-font-charset:0;
	mso-generic-font-family:roman;
	mso-font-pitch:variable;
	mso-font-signature:3 0 0 0 1 0;}
 /* Style Definitions */
 p.MsoNormal, li.MsoNormal, div.MsoNormal
	{mso-style-unhide:no;
	mso-style-qformat:yes;
	mso-style-parent:"""";
	margin:0in;
	margin-bottom:.0001pt;
	mso-pagination:widow-orphan;
	font-size:12.0pt;
	font-family:""Times New Roman"",serif;
	mso-fareast-font-family:""Times New Roman"";}
p
	{mso-style-noshow:yes;
	mso-style-priority:99;
	mso-margin-top-alt:auto;
	margin-right:0in;
	mso-margin-bottom-alt:auto;
	margin-left:0in;
	mso-pagination:widow-orphan;
	font-size:12.0pt;
	font-family:""Times New Roman"",serif;
	mso-fareast-font-family:""Times New Roman"";}
.MsoChpDefault
	{mso-style-type:export-only;
	mso-default-props:yes;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-ascii-theme-font:minor-latin;
	mso-fareast-font-family:Calibri;
	mso-fareast-theme-font:minor-latin;
	mso-hansi-font-family:Calibri;
	mso-hansi-theme-font:minor-latin;
	mso-bidi-font-family:Arial;
	mso-bidi-theme-font:minor-bidi;}
@page WordSection1
	{size:8.5in 11.0in;
	margin:1.0in 1.0in 1.0in 1.0in;
	mso-header-margin:.5in;
	mso-footer-margin:.5in;
	mso-paper-source:0;}
div.WordSection1
	{page:WordSection1;}
-->







CALIFORNIA
PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to
the state of California to cause birth defects or other reproductive harm.


                              ","BRAND:
OVNS",OVNS JCO1 POD SYSTEM KIT ( JUUL COMPATIBLE ).png,"OVNS,JCO1 POD SYSTEM,KIT,COLORS,JUUL COMPATIBLE","$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00,$10.00","BLACK,BLACK SPOTS,BLUE PURPLE,BLUE SPOTS,GREEN SPOTS,GUN METAL,NAVY BLUE,ORANGE SPOTS,PURPLE,RED",DEVICE,POD SYSTEMS
JUUL STARTER KIT DEVICE,"
                ﻿ Juul is the most innovative e-cigarette company that is in the market, combining both tech and amazing vaping experience that makes your smoking experience like nothing you have ever seen.The JUUL Starter Kit includes:Rechargeable JUUL DeviceUSB Charging DockFour JUUL pods with four amazing flavors: Virginia Tobacco, Mint, Mango, and Creme.One year limited device warranty








<span style=""font-size: 14px;"">
&lt;!--
 /* Font Definitions */
 @font-face
	{font-family:""Cambria Math"";
	panose-1:2 4 5 3 5 4 6 3 2 4;
	mso-font-charset:0;
	mso-generic-font-family:roman;
	mso-font-pitch:variable;
	mso-font-signature:3 0 0 0 1 0;}
 /* Style Definitions */
 p.MsoNormal, li.MsoNormal, div.MsoNormal
	{mso-style-unhide:no;
	mso-style-qformat:yes;
	mso-style-parent:"""";
	margin:0in;
	margin-bottom:.0001pt;
	mso-pagination:widow-orphan;
	font-size:12.0pt;
	font-family:""Times New Roman"",serif;
	mso-fareast-font-family:""Times New Roman"";}
p
	{mso-style-noshow:yes;
	mso-style-priority:99;
	mso-margin-top-alt:auto;
	margin-right:0in;
	mso-margin-bottom-alt:auto;
	margin-left:0in;
	mso-pagination:widow-orphan;
	font-size:12.0pt;
	font-family:""Times New Roman"",serif;
	mso-fareast-font-family:""Times New Roman"";}
.MsoChpDefault
	{mso-style-type:export-only;
	mso-default-props:yes;
	font-family:""Calibri"",sans-serif;
	mso-ascii-font-family:Calibri;
	mso-ascii-theme-font:minor-latin;
	mso-fareast-font-family:Calibri;
	mso-fareast-theme-font:minor-latin;
	mso-hansi-font-family:Calibri;
	mso-hansi-theme-font:minor-latin;
	mso-bidi-font-family:Arial;
	mso-bidi-theme-font:minor-bidi;}
@page WordSection1
	{size:8.5in 11.0in;
	margin:1.0in 1.0in 1.0in 1.0in;
	mso-header-margin:.5in;
	mso-footer-margin:.5in;
	mso-paper-source:0;}
div.WordSection1
	{page:WordSection1;}
--&gt;
</span>








CALIFORNIA
PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to
the state of California to cause birth defects or other reproductive harm.
                              ","BRAND:
JUUL",JUUL STARTER KIT DEVICE.png,"JUUL DEVICE,JUUL PODS,NEW,VAPE,E-CIGARETTE",$40.00,JUUL STARTER KIT DEVICE,DEVICE,POD SYSTEMS
JUUL STARTER KIT WITH 2 PODS MULTI PACK,"
                
                
              ","BRAND:
JUUL",JUUL STARTER KIT WITH 2 PODS MULTI PACK.png,"HOT,JUUL DEVICE,JUUL PODS",,,DEVICE,POD SYSTEMS
