title,description,Brand,imageName,Tags,price,Variation,category
INNEVAPE HEISENBERG MENTHOL,"
                 What makes Innevape’s e-liquids better? Simple – Better quality ingredients. Innevape is dedicated to creating and providing the smoothest, best tasting American-Made E-Liquids on the market. All of Innevape’s E-Liquids are made with a proprietary blend of only the finest quality ingredients including: Kosher Grade VG (Vegetable Glycerin), PG (Propylene Glycol), and FDA Approved Flavor Agents.Innevape E-Juice 75ml Series Features:75mL Bottle30% PG70% VGMade in USAAvailable in 0mg, 3mg, 6mgInnevape E-Juice 75ml Series Flavors:TNT - also known as ""The Next Tobacco"" gives you a  Blond Virginia Cured Tobacco leaf with a touch of maple sweetness. The most authentic tobacco liquid available on the market today.TNT Menthol -brings you the same tobacco flavor as TNT, but with the amazing menthol finish.Vape My Day (VMD) - Butterscotch, Caramel, touch of Hazelnut. Smooth, Velvety, melt-in-your mouth good.  VMD fans have nicknamed it ‘Waffles’. Heisenberg - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushie.Heisenberg Menthol - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushiet with the amazing menthol finish.CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
                              ","BRAND:
INNEVAPE",INNEVAPE HEISENBERG MENTHOL.png,"INNEVAPE E-JUICE 75ML SERIES,E-LIQUID,VAPE JUICE","$9.00,$9.00,$9.00,$9.00","HEISENBERG MENTHOL 0.0MG,HEISENBERG MENTHOL 0.3MG,HEISENBERG MENTHOL 0.6MG,HEISENBERG MENTHOL 1.2MG",E-LIQUID
THE HEISENBERG SALTS E-JUICE 30ML 1CT - THE BERG MENTHOL,"
                 What makes Innevape’s e-liquids salt nic better? Simple – Better quality ingredients. Innevape is dedicated to creating and providing the smoothest, best tasting American-Made Salt Nic E-Liquids on the market. All of Innevape’s E-Liquids are made with a proprietary blend of only the finest quality ingredients. Made for use in pod based devices and other low output atomizers.Innevape Salt Nic 30ml Series Features:30ml BottleMade in USAAvailable in 0mg, 3mg, 6mgInnevape Salt Nic 30ml Series Flavors:TNT - also known as ""The Next Tobacco"" gives you a  Blond Virginia Cured Tobacco leaf with a touch of maple sweetness. The most authentic tobacco liquid available on the market today.TNT Menthol -brings you the same tobacco flavor as TNT, but with the amazing menthol finish.Vape My Day (VMD) - Butterscotch, Caramel, touch of Hazelnut. Smooth, Velvety, melt-in-your mouth good.  VMD fans have nicknamed it ‘Waffles’. Heisenberg - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushie.Heisenberg Menthol - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushiet with the amazing menthol finish.CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
                              ","BRAND:
INNEVAPE",THE HEISENBERG SALTS E-JUICE 30ML 1CT - THE BERG MENTHOL.png,"INNEVAPE E-JUICE 75ML SERIES,E-LIQUID,VAPE JUICE","$9.00,$9.00","THE BERG MENTHOL SALT 24MG,THE BERG MENTHOL SALT 50MG",E-LIQUID
THE HEISENBERG SALTS E-JUICE 30ML 1CT - THE BERG,"
                 What makes Innevape’s e-liquids salt nic better? Simple – Better quality ingredients. Innevape is dedicated to creating and providing the smoothest, best tasting American-Made Salt Nic E-Liquids on the market. All of Innevape’s E-Liquids are made with a proprietary blend of only the finest quality ingredients. Made for use in pod based devices and other low output atomizers.Innevape Salt Nic 30ml Series Features:30ml BottleMade in USAAvailable in 0mg, 3mg, 6mgInnevape Salt Nic 30ml Series Flavors:TNT - also known as ""The Next Tobacco"" gives you a  Blond Virginia Cured Tobacco leaf with a touch of maple sweetness. The most authentic tobacco liquid available on the market today.TNT Menthol -brings you the same tobacco flavor as TNT, but with the amazing menthol finish.Vape My Day (VMD) - Butterscotch, Caramel, touch of Hazelnut. Smooth, Velvety, melt-in-your mouth good.  VMD fans have nicknamed it ‘Waffles’. Heisenberg - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushie.Heisenberg Menthol - also known as ""The Berg"" gives you a mix of blue raspberry, blue ice pop, and blue slushiet with the amazing menthol finish.CALIFORNIA PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to the state of California to cause birth defects or other reproductive harm. 
                              ","BRAND:
INNEVAPE",THE HEISENBERG SALTS E-JUICE 30ML 1CT - THE BERG.png,"THE HEISENBERG SALTS E-JUICE 30ML 1CT - THE BERG,VAPE JUICE,E-LIQUID","$9.00,$9.00","THE BERG SALT 24MG,THE BERG SALT 50MG",E-LIQUID
VAPETASIA ORIGINAL BLACKBERRY LEMONADE 100ML,"
                 Vapetasia E-Liquid lines are brought to you from Las Vegas, Nevada. Vapetasia is best-known for their Killer Kustard series and for being the producer of Vape Parfait, Vape Lemonade, and Fruit N Custard along with over a dozen other flavors across a total of 7 different lines. Available also in a 60ml bottle.Vapetasia Original E-liquid Series Features:·       100mL Glass Bottle·       70% VG·       30% PG·       Made in USA·       Available nicotine: 0mg,
3mg, 6mg, 12mg·       Blackberry Lemonade Flavor CALIFORNIA
PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to
the state of California to cause birth defects or other reproductive harm.





                              ","BRAND:
VAPETASIA",VAPETASIA ORIGINAL BLACKBERRY LEMONADE 100ML.png,"VAPETASIA,ORIGINAL,E-LIQUID,SERIES 100ML,SWEET,FRUITY","$9.00,$9.00,$9.00","BLACKBERRY LEMONADE 0.0MG,BLACKBERRY LEMONADE 0.3MG,BLACKBERRY LEMONADE 0.6MG",E-LIQUID
VAPETASIA ORIGINAL KILLER KUSTARD HONEYDEW 100ML,"
                 Vapetasia E-Liquid lines are brought to you from Las Vegas, Nevada. Vapetasia is best-known for their Killer Kustard series and for being the producer of Vape Parfait, Vape Lemonade, and Fruit N Custard along with over a dozen other flavors across a total of 7 different lines. Available also in a 60ml bottle.Vapetasia Original E-liquid Series Features:·       100mL Glass Bottle·       70% VG·       30% PG·       Made in USA·       Available nicotine: 0mg,
3mg, 6mg, 12mg·       Killer Kustard Honeydew Flavor CALIFORNIA
PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to
the state of California to cause birth defects or other reproductive harm.





                              ","BRAND:
VAPETASIA",VAPETASIA ORIGINAL KILLER KUSTARD HONEYDEW 100ML.png,"VAPETASIA,ORIGINAL,E-LIQUID,SERIES 100ML,SWEET,FRUITY","$9.00,$9.00,$9.00","KILLER KUSTARD HONEYDEW 0.0MG,KILLER KUSTARD HONEYDEW 0.3MG,KILLER KUSTARD HONEYDEW 0.6MG",E-LIQUID
VAPETASIA ORIGINAL KILLER KUSTARD BLUEBERRY 100ML,"
                 Vapetasia E-Liquid lines are brought to you from Las Vegas, Nevada. Vapetasia is best-known for their Killer Kustard series and for being the producer of Vape Parfait, Vape Lemonade, and Fruit N Custard along with over a dozen other flavors across a total of 7 different lines. Available also in a 60ml bottle.Vapetasia Original E-liquid Series Features:·       100mL Glass Bottle·       70% VG·       30% PG·       Made in USA·       Available nicotine: 0mg,
3mg, 6mg, 12mg·       Killer Kustard Blueberry Flavor CALIFORNIA
PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to
the state of California to cause birth defects or other reproductive harm.





                              ","BRAND:
VAPETASIA",VAPETASIA ORIGINAL KILLER KUSTARD BLUEBERRY 100ML.png,"VAPETASIA,ORIGINAL,E-LIQUID,SERIES 100ML,SWEET,FRUITY","$9.00,$9.00,$9.00,$9.00","KILLER KUSTARD BLUEBERRY 0.0MG,KILLER KUSTARD BLUEBERRY 0.3MG,KILLER KUSTARD BLUEBERRY 0.6MG,KILLER KUSTARD BLUEBERRY 1.2MG",E-LIQUID
VAPETASIA ORIGINAL RAINBOW ROAD 100ML,"
                 Vapetasia E-Liquid lines are brought to you from Las Vegas, Nevada. Vapetasia is best-known for their Killer Kustard series and for being the producer of Vape Parfait, Vape Lemonade, and Fruit N Custard along with over a dozen other flavors across a total of 7 different lines. Available also in a 60ml bottle.Vapetasia Original E-liquid Series Features:·       100mL Glass Bottle·       70% VG·       30% PG·       Made in USA·       Available nicotine: 0mg,
3mg, 6mg, 12mg·       Rainbow Road Flavor CALIFORNIA
PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to
the state of California to cause birth defects or other reproductive harm.





                              ","BRAND:
VAPETASIA",VAPETASIA ORIGINAL RAINBOW ROAD 100ML.png,"VAPETASIA,ORIGINAL,E-LIQUID,SERIES 100ML,SWEET,FRUITY","$9.00,$9.00,$9.00","RAINBOW ROAD 0.0MG,RAINBOW ROAD 0.3MG,RAINBOW ROAD 0.6MG",E-LIQUID
VAPETASIA ORIGINAL ROYALTY II 100ML,"
                 Vapetasia E-Liquid lines are brought to you from Las Vegas, Nevada. Vapetasia is best-known for their Killer Kustard series and for being the producer of Vape Parfait, Vape Lemonade, and Fruit N Custard along with over a dozen other flavors across a total of 7 different lines. Available also in a 60ml bottle.Vapetasia Original E-liquid Series Features:·       100mL Glass Bottle·       70% VG·       30% PG·       Made in USA·       Available nicotine: 0mg,
3mg, 6mg, 12mg·       Royalty II Flavor CALIFORNIA
PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to
the state of California to cause birth defects or other reproductive harm.





                              ","BRAND:
VAPETASIA",VAPETASIA ORIGINAL ROYALTY II 100ML.png,"VAPETASIA,ORIGINAL,E-LIQUID,SERIES 100ML,SWEET,FRUITY","$9.00,$9.00,$9.00","ROYALTY II 0.0MG,ROYALTY II 0.3MG,ROYALTY II 0.6MG",E-LIQUID
VAPETASIA ORIGINAL PINEAPPLE EXPRESS 100ML,"
                 Vapetasia E-Liquid lines are brought to you from Las Vegas, Nevada. Vapetasia is best-known for their Killer Kustard series and for being the producer of Vape Parfait, Vape Lemonade, and Fruit N Custard along with over a dozen other flavors across a total of 7 different lines. Available also in a 60ml bottle.Vapetasia Original E-liquid Series Features:·       100mL Glass Bottle·       70% VG·       30% PG·       Made in USA·       Available nicotine: 0mg,
3mg, 6mg, 12mg·       Pineapple Express Flavor CALIFORNIA
PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to
the state of California to cause birth defects or other reproductive harm.





                              ","BRAND:
VAPETASIA",VAPETASIA ORIGINAL PINEAPPLE EXPRESS 100ML.png,"VAPETASIA,ORIGINAL,E-LIQUID,SERIES 100ML,SWEET,FRUITY","$9.00,$9.00,$9.00","PINEAPPLE EXPRESS 0.0MG,PINEAPPLE EXPRESS 0.3MG,PINEAPPLE EXPRESS 0.6MG",E-LIQUID
VAPETASIA ORIGINAL PINK LEMONADE 100ML,"
                 Vapetasia E-Liquid lines are brought to you from Las Vegas, Nevada. Vapetasia is best-known for their Killer Kustard series and for being the producer of Vape Parfait, Vape Lemonade, and Fruit N Custard along with over a dozen other flavors across a total of 7 different lines. Available also in a 60ml bottle.Vapetasia Original E-liquid Series Features:·       100mL Glass Bottle·       70% VG·       30% PG·       Made in USA·       Available nicotine: 0mg,
3mg, 6mg, 12mg·       Pink Lemonade Flavor CALIFORNIA
PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to
the state of California to cause birth defects or other reproductive harm.





                              ","BRAND:
VAPETASIA",VAPETASIA ORIGINAL PINK LEMONADE 100ML.png,"VAPETASIA,ORIGINAL,E-LIQUID,SERIES 100ML,SWEET,FRUITY","$9.00,$9.00,$9.00","PINK LEMONADE 0.0MG,PINK LEMONADE 0.3MG,PINK LEMONADE 0.6MG",E-LIQUID
VAPETASIA ORIGINAL PEACH LEMONADE 100ML,"
                 Vapetasia E-Liquid lines are brought to you from Las Vegas, Nevada. Vapetasia is best-known for their Killer Kustard series and for being the producer of Vape Parfait, Vape Lemonade, and Fruit N Custard along with over a dozen other flavors across a total of 7 different lines. Available also in a 60ml bottle.Vapetasia Original E-liquid Series Features:·       100mL Glass Bottle·       70% VG·       30% PG·       Made in USA·       Available nicotine: 0mg,
3mg, 6mg, 12mg·       Peach Lemonade Flavor CALIFORNIA
PROPOSITION 65 - Warning: This product contains nicotine, a chemical known to
the state of California to cause birth defects or other reproductive harm.





                              ","BRAND:
VAPETASIA",VAPETASIA ORIGINAL PEACH LEMONADE 100ML.png,"VAPETASIA,ORIGINAL,E-LIQUID,SERIES 100ML,SWEET,FRUITY","$9.00,$9.00,$9.00","PEACH LEMONADE 0.0MG,PEACH LEMONADE 0.3MG,PEACH LEMONADE 0.6MG",E-LIQUID
