title,description,Brand,imageName,Tags,price,Variation,category
FREEMAX MAXPOD KIT ,"
                FREEMAX MAXPOD KIT FreeMax is an established name in the vaping industry renowned for a wide range of tanks, coils  and now an exciting pod kit. Feemax is the King Of Mesh! The FreeMax MaxPod Kit is a Freemax first.  It offers users a durable( IML), portable, and highly powerful open pod draw-activated system which includes their acclaimed and patented NS Mesh coil technology. Freemax NS Mesh Coil is equipped with FM SaltCoilTech 2.0 which applies Honeycomb Mesh & Flax Cotton & Organic Cotton Formula. 1.0ohm and 1.5ohm NS Mesh Coil are customized to meet your distinct demands for both nic salt and freebase eliquids. The FreeMax MaxPod delivers stable and strong performance with its 3.3V constant output and built-in 550mAh battery power with 3 level indicators.  The Max Pod is fast--vape in 15ms.  Convenient side fill and replaceable Freemax coils round out this pod system. Specifications:Size:  100.81*21.81*14mmWeight:  56.3gBattery Power:  550mAhPod Capacity:  2mlOutput Wattage:  8-11wOutput Voltage:  Constant 3.3VMaterial:  PCTG/Steel/Zinc AlloyCoil Resistance: NS Mesh 1.0ohm/1.5ohmMultiple Safety Protection CircuitsPackage Content:1 x Freemax Maxpod Battery1 x Freemax Maxpod Pod1 x (Freemax NS Mesh Coil 1.0ohm Pre-installed)1 x Extra Freemax NS Mesh Coil 1.5ohm 1 x Freemax Maxpod Lanyard 1 x Freemax Maxpod Lanyard Ring1 x USB Cable1 x Warning Card1 x Warranty Card1 x User Manual  
                              ","BRAND:
FREEMAX",FREEMAX MAXPOD KIT .png,FREEMAX,"$17.00,$17.00,$17.00,$17.00","BLACK,GREEN,WHITE,YELLOW",POD SYSTEMS
LOST VAPE PRANA KIT,"
                 Lost Vape Prana Kit is heralding a compact diminutive shape,comes paired with a 1.0ml refillable pod, powered by 500mAh rechargeable battery, and with an integrated 1.0ohm coil. the chassis is impervious to light falls and drops constructed from quality zinc-alloy,, mitigating damage to the proprietary chipset within. It is the next vaping pod system that should be added to the collection, delivering a compact portable profile and exquisite vapor output that is perfect for those looking for discretion or love vaping on-the-go.Lost Vape Lyra 20W Pod System Features:Dimensions - 66.8mm by 41.4mm by 14.2mm1mL Refillable Pod - Replaceable CartridgeLED Battery Life Indicator LightMax. Wattage Output: 12W3 Power Levels - Low, Medium, HighZinc-Alloy Chassis ConstructionSingle Adjustment ButtonIntegrated 500mAh BatterySide Fill System - Silicone StopperedIntegrated 1.0ohm CoilPackage Includes:1x Lost Vape Prana Kit1x MicroUSB Cable1x Prana Pod1x Warranty Card1x User ManualWARNING: Please have a great understanding and technical knowledge on how to use this product in order to properly use it. There is always an inherent risk when using any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage for any modification of the batteries, chargers, devices and other products that we carry in any form or shape, this is including pack making.SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable for any injury, damage, or defect, permanent or temporary that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as well as chargers. Please have a greater understanding of the batteries and/or chargers you are using and how to care for them properly. 
                              ","BRAND:
LOST VAPE",LOST VAPE PRANA KIT.png,LOST VAPE,"$13.00,$13.00,$13.00,$13.00,$13.00","GUNMETAL BROWN LEATHER,GUNMETAL PEACOCK BLACK,GUNMETAL SILVER BLACK LEATHER,SILVER CHAMPAGNE GOLD LEATHER,SILVER GEM BLUE",POD SYSTEMS
MR FOG DROP DISPOSABLE 500 PUFF,"
                  Mr. Fog Drop is bringing you an Max version of its disposables with amazing flavors and 6% nicotine in a 2ML bottle that give you 500 puffs per disposable pod.MR FOG DROP DISPOSABLE 500 PUFF  FEATURES:pre-filled with 2mL of e-liquid6% salt nicotine concentration500 puffs per deviceMR FOG DROP DISPOSABLE FLAVORS:Fuzzy peach (peach ice  ) Newton Apple ( Apple ice )Holy water ( Red Bull)Moon drop ( grape on ice )Refresh ( icy mint )Mojito ( lemon mint ice )Strawmelon ( strawberry watermelon ice ) Blue slushy ( blueberry raspberry on ice )
                              ","BRAND:
MR FOG",MR FOG DROP DISPOSABLE 500 PUFF.png,DISPOSBABLE,"$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00,$50.00","BLUE SLUSHY,FUZZY PEACH,HOLY WATER,MOJITO,MOON DROP,NEWTON APPLE,REFRESH,STRAWNELON",POD SYSTEMS
MR FOG MAX DISPOSABLE POD SYSTEM 1000 PUFF - BOX OF 10,"
                 Mr. Fog is bringing you an Max version of its disposables with amazing flavors and 6% nicotine in a 2ML bottle that give you 1000 puffs per disposable pod.MR FOG MAX DISPOSABLE POD SYSTEM 1000 PUFF  FEATURES:10 pods per box6% salt nicotine by weight3ML of e-juice - 600 PUFFSFlavors: Grape Blackcurrant | Mango Lychee | Pink Lemonade | Red Berry | Strawberry Banana | Watermelon Raspberry
                              ","BRAND:
MR FOG",MR FOG MAX DISPOSABLE POD SYSTEM 1000 PUFF - BOX OF 10.png,DISPOSBABLE,"$80.00,$80.00,$80.00,$80.00,$80.00,$80.00,$80.00,$80.00,$80.00,$80.00","APPLE BERRY,APPLE BERRY,APPLE PEACH ICE,APPLE PEACH STRAWBERRY ICE,BANANA GUAVA COCONUT ICE,BANANA ICE CREAM,BERRY PEACH ICE,BLACKBERRY BLUEBERRY LEMON,BLUEBERRY ON ICE,BLUEBERRY RASPBERRY LEMON",POD SYSTEMS
POSH PLUS 2ML DISPOSABLE - BOX OF 10,"
                 Posh Plus 2ml 6% Disposable Pod Device Features/Specs: All-in-one system Draw activated firing mechanism E-Liquid Capacity: 2ml Nicotine Strength: 60mg of Salt Nicotine Non-Refillable Up to 500 Puffs per pod.POSH PLUS DISPOSABLE - BOX OF 10 FEATURES:10 disposable pods per boxAll-in-one systemDraw activated firing mechanismE-Liquid Capacity: 2mlNicotine Strength: 60mg of Salt NicotineNon-RefillableUp to 500 Puffs per deviceFully DisposableAvailable Flavors:Frozen Strawberry | Minty Berry | Frosted Apple | Cali Peach | Mint IceWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any
of SunshineNovelty.com’s parent and subsidiary companies are not held
responsible for any damage for any modification of the batteries, chargers,
devices and other products that we carry in any form or shape, this is
including pack making.


SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 
                              ","BRAND:
POSH",POSH PLUS 2ML DISPOSABLE - BOX OF 10.png,"POSH PLUS,2ML,DISPOSABLE,BOX OF 10","$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00,$55.00","BANANA SMOOTHIE,CALI PEACH,CREAM BRULEE,FROSTED APPLE,FROZEN MANGO,FROZEN STRAWBERRY,MINT ICE,MINTY BERRY,MINTY LYCHEE,MINTY MELON",POD SYSTEMS
VAPORESSO OSMALL REPLACEMENT POD  ,"
                Vaporesso Osmall Replacement Pods : Vaporesso OSMALL Pod Cartridge is a set of 2ml refillable pods designed 
for the Vaporesso OSMALL Pod System Kit. The atomizer core is integrated
 into the pod, resistance is 1.2ohm, and OSMALL Pod adopts the new flax 
cotton and non-woven fabrics for purer flavor. Refillable via the 
side-fill system. And the Vaporesso OSMALL pod is designed for high 
nicotine delivery. It comes in a pack of 2 replacement cartridges.
Vaporesso Osmall Replacement Pods  Features: 2.0ml maximum juice capacityNew flax cotton and non-woven fabricsSpecially designed for high Nicotine Delivery​​​​​​​WARNING: Please
have a great understanding and technical knowledge on how to use this product
in order to properly use it. There is always an inherent risk when using
any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not
held responsible for any damage for any modification of the batteries,
chargers, devices and other products that we carry in any form or shape, this
is including pack making.
SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 



 
                              ","BRAND:
VAPORESSO",VAPORESSO OSMALL REPLACEMENT POD  .png,"VAPORESSO,POD SYSTEM",,,POD SYSTEMS
VAPORESSO OSMALL KIT  ,"
                Vaporesso Osmall Kit : Pod System Kit showcases a compact portable 
device, designed to simplify operations, integrated 350mAh rechargeable 
battery. And capable of fast-charging via the micro USB port located on 
the base. OSMALL Kit operating on a draw-activated firing mechanism. In 
addition, Vaporesso OSMALL Pod Kit comes with a 2ml replaceable 
cartridge attached integrating a 1.2ohm Coil in the central core. The 
inbuilt 1.2ohm coil makes the Vaporesso OSMALL Kit a real vaping gear 
for high nicotine juice and nic-salts. The connection between the 2ml 
pod and 350mAh battery is ensured by a secure snap-in connection. Great 
device for Vape anytime, anywhere.Vaporesso OSMALLVaporesso Osmall Kit : Features: Textured surface design Small and compact, easy to carryIntegrated 350mAh Rechargeable BatteryDraw-Activated Firing MechanismDense vapor with pure flavorHigh nicotine delivery Five Safety protectionsPackage Contents:1 x Vaporesso OSMALL Battery1 x Vaporesso 1.2ohm Regular Pod1 x USB Cable1 x User Manual1 x Warranty CardWARNING: Please
have a great understanding and technical knowledge on how to use this product
in order to properly use it. There is always an inherent risk when using
any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not
held responsible for any damage for any modification of the batteries,
chargers, devices and other products that we carry in any form or shape, this
is including pack making.
SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 



 
                              ","BRAND:
VAPORESSO",VAPORESSO OSMALL KIT  .png,"VAPORESSO,POD SYSTEM","$10.00,$10.00,$10.00,$10.00","BLACK,DARK BLUE,GREY,RED",POD SYSTEMS
SUORIN SHINE POD SYSTEM,"
                SUORIN SHINE POD KITPod System Kit is a small discreet handheld vaping 
pod system, simple appearance, easy to carry. Suorin Shine Pod Kit body 
has a single-button trigger button, integrated 700mAh battery inside, 
can work all day. Suorin Shine Pod has a 2ml refillable pod capacity 
that is used to contain favorite e-juice, vaporizing it within the 
integrated 1.0ohm coil. The inbuilt 1.0ohm coil of Suorin Shine is best 
for high nic juice. The Suorin Shine Pod Kit brings pure flavor and 
dense clouds to the vapers. In addition, Suorin Shine Pod is firmly 
fixed to the pod system through a sturdy magnetized connection and can 
be easily released when pulled to facilitate replacement or refilling of
 the pod. Multiple colors to choose from.
Suorin Shine SUORIN SHINE POD KIT SYSTEM FEATURES :
Small and portable size, carry anywhere700mAh battery capacity for all-day useLED battery indicator2mL Capacity Juice Pod1.0ohm coil for natural and pure flavor Magnetic Pod ConnectionPackage Includes:1 x Suorin Shine device1 x Suorin Shine cartridge1 x User manual1 x Warranty cardWARNING: Please have a great understanding and technical
knowledge on how to use this product in order to properly use it. There is
always an inherent risk when using any rechargeable batteries at anytime and
under any circumstances. SunshineNovelty.com and any
of SunshineNovelty.com’s parent and subsidiary companies are not held
responsible for any damage for any modification of the batteries, chargers,
devices and other products that we carry in any form or shape, this is
including pack making.


SunshineNovelty.com and
any or all of SunshineNovelty.com’s parent and subsidiary companies will
not be held responsible or liable for any injury, damage, or defect, permanent
or temporary that may be caused by the improper use of a Li-ion (Lithium-ion),
LiPo (Lithium-ion Polymer) and any rechargeable battery and/or batteries as
well as chargers. Please have a greater understanding of the batteries and/or
chargers you are using and how to care for them properly. 
                              ","BRAND:
SUORIN",SUORIN SHINE POD SYSTEM.png,"SUORIN,SHINE,POD SYSTEM","$15.00,$15.00,$15.00,$15.00,$15.00,$15.00,$15.00","BLACK,GOLD,GREEN,RED,SILVER,SPACE GRAY,TEAL BLUE",POD SYSTEMS
LAVA STIK DISPOSABLE - BOX OF 10,"
                 The Lava2 disposable pens come in many flavors. Each disposable vape pen contains 5% (50mg) of nicotine by volume - delivering a strong nicotine hit in amazing flavorsLAVA STIK DISPOSABLE - BOX OF 10 FEATURES:Each Stik is equal to 300 puffs5% (50mg) nicotine by weightSalt based nicotineLava Stik with pre-filled juicePack of 10 LAVA STIK DISPOSABLE - BOX OF 10 FLAVORS:Banana | Apple Mint | Blueberry | Summer Passion | Mango Ice | Strawberry Banana | Watermelon Mint | Splash Ice | Chill Menthol | Fab Tobacco | Ice Grape
                              ","BRAND:
LAVA STIK",LAVA STIK DISPOSABLE - BOX OF 10.png,"LAVA,STIK,DISPOSABLE,POD SYSTEMS,10CT,DEVICE","$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00,$45.00","APPLE MINT,BANANA,BLUEBERRY,CHILL MENTHOL,FAB TOBACCO,ICE GRAPE,MANGO ICE,SPLASH ICE,STRAWBERRY BANANA,SUMMER PASSION",POD SYSTEMS
SUORIN AIR KIT,"
                 Fitting snugly in the palm of your hand, Suorin Air is an all-in-one (AIO) pod device that provides peerless portability and, when you want to be discreet, unmatched privacy as well. Just add your nicotine salts and vape away! The Suorin Air has no firing button — just take a draw when you’re ready to activate it. Out of charge? Recharge it via the USB port in just 40 minutes. Suorin Air is available in your choice of four colors: black, silver, gold, and gunmetal.The Suorin Air Starter Kit includes:   • 1x Suorin Air Ultra Portable System  • 1x Suorin Atomizer  • 1x USB Charging Cable  • 1x Warning Card  • 1x User Manual
                              ","BRAND:
SUORIN",SUORIN AIR KIT.png,"SUORIN,SUORIN AIR,KIT,POD SYSTEM","$13.00,$13.00,$13.00,$13.00,$13.00,$13.00,$13.00,$13.00,$13.00,$13.00","BLACK,DIAMOND BLUE,GOLD,GREY,GUN METAL,LIGHT GREEN,NAVY BLUE,RED,ROSE GOLD,SILVER",POD SYSTEMS
