title,description,Brand,imageName,Tags,price,Variation,category
SMOK NOVO 3 REPLACEMENT POD - MESH 0.8,"
                 
                              ","BRAND:
SMOK",SMOK NOVO 3 REPLACEMENT POD - MESH 0.8.png,"SMOK,VAPE,REPLACEMENT POD",,,COILS
SMOK NORD X EMPTY PODS,"
                 From the innovative design to the refillable 3ml e-juice capacity and remarkable mouthpiece design - the SMOK NORD X Empty Replacement Pod Cartridge enhances the vaping experience. It features a cleverly built refilling method that can accommodate a varying range of flavorful nic salt e-juice. There are two cartridges - one regular 1.4 ohm and the other empty 0.60 ohm. SMOK NORD X EMPTY PODS Features:Manufactured by: SMOKE-Juice Capacity : 6ml
Compatible Coil : SMOK RPM2 Replacement Coil - 5PK
Compatible Device :  Smok Nord X WARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 
                              ","BRAND:
SMOK",SMOK NORD X EMPTY PODS.png,SMOK,"$4.50,$4.50","RPM 2 POD,RPM POD",COILS
SMOK NOVO X PODS,"
                 Package Content1 x SMOK NOVO X Replacement Pod Cartridge - 3PK
                              ","BRAND:
SMOK",SMOK NOVO X PODS.png,SMOK,"$6.00,$6.00","DC MTL 0.8 OHM,MESH 0.8 OHM",COILS
SMOK NFIX REPLACEMENT POD ,"
                SMOK N SMOK is an established brand in the vape industry dealing with a premium line of wholesale Vape mods, tanks, and kits. SMOK NFIX Replacement Pod Cartridge is designed to fit the SMOK Nfix Kit. Featuring translucent material and 3ml e-juice capacity, you can see the e-juice intuitively and obtain delectable vaping experience. Get efficient vaping experience, flavor hit and clouds with the DC 0.8Ω MTL Dual Coil. SMOK NFIX REPLACEMENT POD FEATURES :Material: PCTGColor: BlackE-Juice Capacity: 3mlTwo Vertical Airway DesignConvenient Side E-Juice Refill DesignCoil: DC 0.8ohm MTL Coil3PCS Per PackSMOK NFIX REPLACEMENT POD  INCLUDES :1 x Smok NFIX Pods(3PCS/Pack)
                              ","BRAND:
SMOK",SMOK NFIX REPLACEMENT POD .png,SMOK,"$6.00,$6.00","DC MTL 0.8 OHM,MESH 0.8 OHM",COILS
SMOK RPM LITE REPLACEMENT POD,"
                 SMOK is a trusted name in the vape industry which is known for its high-quality wholesale Vape mods, tanks, and kits. The
 SMOK RPM Lite Replacement Pod is a lighter and smaller vape device that
 comes with 1250mAh power capacity. It is incorporated with RPM DC 0.8Ω 
and  RPM Mesh 0.4Ω MTL. The design of SMOK RPM Lite Replacement Pod 
delivers outstanding vapor production and definitely enhances the 
flavor. SMOK RPM LITE REPLACEMENT POD Features:Capacity: 2mlQuantity: 2pcs/packPod type: empty pod cartridgeCompatible
 coil: RPM Triple Coil 0.6ohm​​​​​​​, RPM RBA Coil, RPM MTL Mesh 0.3ohm 
Coil, RPM Quartz 1.2ohm Coil, RPM SC 1.0ohm Coil, RPM Mesh 0.4ohm Coil, 
RPM DC 0.8ohm MTL Coil​​​​​​​SMOK RPM LITE REPLACEMENT POD INCLUDES :1 x SMOK RPM Lite Empty Cartridge 2ml 3pcs
                              ","BRAND:
SMOK",SMOK RPM LITE REPLACEMENT POD.png,SMOK,,,COILS
HORIZON 2 FALCON REPLACEMENT COILS,"
                 

The Horizon Falcon 2 Replacement Coil features
 Fan-Woven Mesh Heating Wire to maximize the airflow for making the 
flavor denser and vapor smoother. This product comes with a resistance 
of 0.14ohm and working wattage of 70-75W for efficient vaping. It is 
made of wood pulp and cotton that ensures longer usage time. Falcon 2 is
 designed with easy push top fill to save your time. The changing of 
coil gets easier with Falcon 2 this time, as it keeps your hand away 
from getting dirty, and can also be replaced when the e-liquid is not 
completely used up. Horizon Falcon 2 Replacement Coil is Fit for Horizon
 II Tanks and is not compatible with Falcon Tank or Falcon King Tank.

HORIZON 2 FALCON REPLACEMENT COILS FEATURES :



With Fan-Woven Mesh Heating WireMaterial: Wood Pulp + CottonResistance: 0.14ohmWorking Wattage: 70-75W3PCS Per PackNot compatible with Falcon Tank or Falcon King Tank

                              ","BRAND:
HORIZON TECH",HORIZON 2 FALCON REPLACEMENT COILS.png,FALCON,,,COILS
SMOK NORD 2 EMPTY POD 3PK,"
                SMOK NORD 2 EMPTY POD Nord 2 Empty Pods comes with two types of pod, RPM Pod Cartridge and Nord Pod Cartridge. 
It is designed for SMOK Nord 2 Kit. Both of the two pods feature 4.5ml 
e-juice capacity and side filling. These two pods are compatible with 
RPM series and nord seried coil. There are more pod and coil options for
 you, which will bring you powerful and personalized vaping enjoyment. 
Just take it for your SMOK Nord 2 Kit.WARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 
                              ","BRAND:
SMOK",SMOK NORD 2 EMPTY POD 3PK.png,"SMOK,COIL,","$3.50,$3.50","NORD 2 EMPTY,NORD 2 RPM EMPTY",COILS
SMOK POZZ X REPLACEMENT EMPTY POD 3PK,"
                SMOK POZZ X REPLACEMENT POD  is specially designed for SMOK 
Pozz X Kit, which has 4.5ml capacity. Ensuring a long and relaxing 
vaping. And SMOK Pozz X Pod features a translucent oil chamber that 
allows for more intuitive observation of e-liquids. Moreover, Pozz X Pod
 is made from PCTG, the most popular food-grade material, featuring 
safety, reliability, corrosion resistance and high light transmission. 
On the bottom of the Pozz X Pod is a knurled adjustable airflow ring so 
you can easily find the perfect draw. Pozz X cartridge has three 
enlarged air intake slots on both sides, which can generate huge 
airflow, which enhances the flavor and taste of your favorite salt nic 
or vape juice. Pozz X cartridge integrated coil are plug 'n' play and it
 is compatible with all RPM40 mesh and RBA coils to maximize coil 
compatibility and meet the vaping needs of high-end users.SMOK Pozz X Empty Pod CartridgePackage Includes:3pcs * SMOK Pozz X Replacement Empty Pod Cartridge 4.5mlWARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 
                              ","BRAND:
SMOK",SMOK POZZ X REPLACEMENT EMPTY POD 3PK.png,"SMOK,SMOK KITS,POZZ X",,,COILS
SMOK ALIKE REPLACEMENT POD,"
                  SMOK Alike Replacement Empty Pod Cartridge is a set of large 
capacity vaping replacement pods, which is made from the most popular 
food-grade material PCTG. The e-liquid capacity of the Alike pod is 
5.5ml, which is super large for a pod mod, so you don't need to fill the
 pod frequently. Moreover, SMOK Alike Pod Cartridge possesses a side 
silicone plug fill system and can accept replacement coils from all RPM 
Coil Series. Including RPM Mesh 0.4 ohm coil, RPM DC 0.8ohm MTL coil, 
RPM Quartz 1.2ohm coil, RPM SC 1.0ohm coil, RPM MTL Mesh 0.3ohm coil, 
RPM RBA coil, RPM Triple Coil 0.6ohm. Installed in a bottom plug 'n' 
play fashion.
SMOK ALIKE KIT FEATURES :5.5ml large capacity can store more e-juiceSide Fill System - Silicone StopperedWith 510 drip tip and can be replacedCompatible with All RPM Series CoilsWARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 
                              ","BRAND:
SMOK",SMOK ALIKE REPLACEMENT POD.png,"SMOK,VAPE,KIT",,,COILS
SMOK TFV16 LITE COIL 3 PACK,"
                SMOK TFV16 COIL LITE 3 PACKSmok TFV16 Lite Coils is designed for the Smok TFV16 Lite Tank. Two types of coil options are available: Conical Mesh 0.2ohm Coil and Dual Mesh 0.15ohm Coil. On the one hand The Conical Mesh Coils powered by nexMesh technology, which is designed for a powerful, warm throat hit with massive vapor and amazing flavor. The unique conical structure can maximize the bottom of the airflow inlet and condense the vapor as it flows through the coil to the drip tip, creating an unparalleled burst of flavor. At the resistance of 0.20 ohms, the coil delivers a fast heating rate, intense vapor production, and superb flavor output. On the other hand, double mesh structure coil with two meshes for faster, more uniform heating. The resistance is 0.15 ohm. Every drop of the e-liquid can be fully heated through these small holes, obtaining more exquisite atomization and restoring the original flavor of e-liquid. 3 per pack. Get it as a spare part for Smok TFV16 Lite Tank.SMOK TFV16 COIL LITE 3 PACK Features:TFV16 Lite Conical Mesh 0.2ohm Coil:    • Unique conical structure     • Powerful & warm throat hit      • Fast heating rate     • Massive vapor & amazing flavor    • Best: 60W - 85WTFV16 Lite Dual Mesh 0.15ohm Coil:    • Two mesh holes for dual coil structure     • Superior wicking capability     • Massive cloud production and rich flavor     • Best: 60W - 90WWARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 
                              ","BRAND:
SMOK",SMOK TFV16 LITE COIL 3 PACK.png,"COILS,SMOK","$9.50,$10.00","CONICAL MESH,DUAL MESH",COILS
VOOPOO PNP - RBA REPLACEMENT COIL,"
                 Original replacement coils designed for use with the VooPoo hardware. Now available in PnP-RBA Rebuildable Head (Single Pack only) - Only compatible with VINCI, VINCI R, & VINCI X.VOOPOO PNP REPLACEMENT COIL FEATURES:Compatible ONLY WITH Vinci, Vinci R, and Vinci X1 per boxWARNING: Please
have a great understanding and technical knowledge on how to use this product
in order to properly use it. There is always an inherent risk when using
any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not
held responsible for any damage for any modification of the batteries,
chargers, devices and other products that we carry in any form or shape, this
is including pack making.
SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 



 
                              ","BRAND:
VOOPOO",VOOPOO PNP - RBA REPLACEMENT COIL.png,"VOOPOO,COIL,REPLACEMENT,VINCI",,,COILS
SMOK RPM 40 REPLACEMENT POD,"
                 The SMOK RPM40 Replacement Pods are a set of two specialized replacement pods crafted for the SMOK RPM40 Pod System, implementing a bottom coil installation method, 4.3mL and 4.5mL pod capacity, and features a large mouthpiece for drip tip style inhalation to fully enjoy the vaping experience provided by the RPM40 Pod System.SMOK RPM40 40W Pod Mod Kit Features:Refillable Pod - Replaceable Cartridge4.3mL RPM Coil Pod Capacity4.5mL Nord Coil Pod CapacitySide Fill System - Silicone StopperedSMOK RPM & Nord Coil Series0.4ohm RPM Mesh Coil0.6ohm Nord DC CoilRPM RBA - Coming Soon!RPM & Nord Pod OptionsCompatible with RPM or Nord Coils, RESPECTIVELYBottom Coil Installation MethodIncludes:3 X REPLACEMENT PODS
                              ","BRAND:
SMOK",SMOK RPM 40 REPLACEMENT POD.png,,"$6.00,$6.00","NORD,STANDARD",COILS
SMOK TFV16 COIL HEAD 3 PACK,"
                 SMOK TFV16 Mesh Replacement Coils for the SMOK TFV16 Sub Ohm Tank, also referred to as “The King”. SMOK TFV16 Mesh coils come in a 3-pack and feature SMOK’s all new mesh design as well as organic cotton wicking. Designed with an extra-large heating area, these TFV16 coils are available in a 0.17 single mesh construction, 0.12 dual mesh design, 0.15 triple mesh design, and a 0.2 conical mesh design. As recommended by SMOK, best performance occurs at around 120W for both the 0.17 ohm and 0.12 ohm coil configurations. The 0.15 ohm triple mesh design is best suited for use at about 90W, and the 0.2 ohm conical mesh coil is best rated for 60W to 85W.SMOK TFV16 COIL HEAD 3 PACK Features:Performance Enhanced Coil Structure0.17 ohm TFV16 Single Mesh Coils: 0.17 ohm resistance Single Mesh CoilBest Wattage: 120W 0.12 ohm TFV16 Dual Mesh Coils: 0.12 ohm resistance Dual Mesh CoilRecommended Wattage: 80W -160WBest Wattage: 120W 0.15 ohm TFV16 Triple Mesh Coils: 0.15 ohm resistance Triple Mesh CoilBest Wattage: 90W  0.2 ohm TFV16 Conical Mesh Coils: 0.2 ohm resistance Conical Mesh CoilWattage Range: 60W - 85WWARNING: Please have a
great understanding and technical knowledge on how to use this product in order
to properly use it. There is always an inherent risk when using any
rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not held responsible for any damage
for any modification of the batteries, chargers, devices and other products
that we carry in any form or shape, this is including pack making.

SunshineNovelty.com and any or all of SunshineNovelty.com’s parent and subsidiary companies will not be held responsible or liable
for any injury, damage, or defect, permanent or temporary that may be caused by
the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion Polymer) and any
rechargeable battery and/or batteries as well as chargers. Please have a
greater understanding of the batteries and/or chargers you are using and how to
care for them properly. 
                              ","BRAND:
SMOK",SMOK TFV16 COIL HEAD 3 PACK.png,NEW,"$8.50,$9.50,$8.00,$11.00","CONICAL MESH,DUAL MESH,MESH,TRIPLE MESH",COILS
SMOK TF STICK REPLACEMENT COIL ,"
                SMOK TF STICK REPLACEMENT COIL  The SMOK BF Mesh coils come in a 3-pack and feature SMOK’s all new mesh design as well as organic cotton wicking. Designed with an extra-large heating area, the 0.25 ohm BF Mesh Coils accommodate power ratings from 30W to 80W, although best performance occurs between 60W to 70W. Optimized for the SMOK Stick 80W but compatible with all TF Tanks, the 0.15 ohm TF Stick Mesh Coil also features power ratings from 30W to 80W and performs best between 60W to 70W.SMOK TF Tank BF-Mesh Replacement Coils Specifications: 0.25 ohm BF Mesh Coils: 0.25 ohm resistance Single Mesh CoilRecommended Wattage: 30W - 80W0.15 ohm TF Stick Mesh Coils:0.15 ohm resistance Single Mesh CoilRecommended Wattage: 30W - 80W
                              ","BRAND:
SMOK",SMOK TF STICK REPLACEMENT COIL .png,,$6.50,BF-MESH 0.15 OHM,COILS
SMOK TF TANK REPLACEMENT COIL ,"
                SMOK TF STICK REPLACEMENT COIL  The SMOK BF Mesh coils come in a 3-pack and feature SMOK’s all new mesh design as well as organic cotton wicking. Designed with an extra-large heating area, the 0.25 ohm BF Mesh Coils accommodate power ratings from 30W to 80W, although best performance occurs between 60W to 70W. Optimized for the SMOK Stick 80W but compatible with all TF Tanks, the 0.15 ohm TF Stick Mesh Coil also features power ratings from 30W to 80W and performs best between 60W to 70W.SMOK TF Tank BF-Mesh Replacement Coils Specifications: 0.25 ohm BF Mesh Coils: 0.25 ohm resistance Single Mesh CoilRecommended Wattage: 30W - 80W0.15 ohm TF Stick Mesh Coils:0.15 ohm resistance Single Mesh CoilRecommended Wattage: 30W - 80W
                              ","BRAND:
SMOK",SMOK TF TANK REPLACEMENT COIL .png,,$6.50,BF-MESH 0.25 OHM,COILS
VOOPOO PNP REPLACEMENT COIL,"
                 Original replacement coils designed for use with the VooPoo Drag Baby Trio. VOOPOO PNP REPLACEMENT COIL FEATURES:0.3ohm PnP-VM1 Coil - 5pk0.6ohm PnP-VM4 Coil - 5pk0.6ohm PnP-M2 Single Coil - rated for 20-28W (DL) Compatible with Drag Baby Trio, Caliber P22, and Finic P180.8ohm PnP-R1 Dual Coil - rated for 12-18W (MTL) Compatible with Drag Baby Trio, Caliber P22, FIND S Trio, and Finic P181.0ohm PnP-R2 - 5pk 1.2ohm PnP-C1 Ceramic Coil - rated for 10-15W (MTL) Compatible with Drag Baby Trio, FIND S Trio, and Finic P18Also compatible with other Voopoo AIO systems.WARNING: Please
have a great understanding and technical knowledge on how to use this product
in order to properly use it. There is always an inherent risk when using
any rechargeable batteries at anytime and under any circumstances. SunshineNovelty.com
and any of SunshineNovelty.com’s parent and subsidiary companies are not
held responsible for any damage for any modification of the batteries,
chargers, devices and other products that we carry in any form or shape, this
is including pack making.
SunshineNovelty.com and any or all
of SunshineNovelty.com’s parent and subsidiary companies will not be held
responsible or liable for any injury, damage, or defect, permanent or temporary
that may be caused by the improper use of a Li-ion (Lithium-ion), LiPo (Lithium-ion
Polymer) and any rechargeable battery and/or batteries as well as chargers.
Please have a greater understanding of the batteries and/or chargers you are
using and how to care for them properly. 



 
                              ","BRAND:
VOOPOO",VOOPOO PNP REPLACEMENT COIL.png,VOOPOO PNP REPLACEMENT COIL,"$10.50,$9.50,$11.00,$10.00,$10.50,$11.00,$11.50","PNP--VM1 0.3 OHM,PnP-C1 1.2ohm Ceramic,PnP-M2 0.6ohm Single,PnP-R1 0.8ohm Dual,PnP-R2 1.0 OHM,PnP-VM3 0.45 OHM,PnP-VM4 O.6 OHM",COILS
